avg,analiticno,cas
3.08,3.2033,6.675997257232666
3.0,3.2033,6.670281648635864
3.09,3.2033,6.696728229522705
3.09,3.2033,6.6737449169158936
3.06,3.2033,6.6653478145599365
3.06,3.2033,6.665839672088623
3.07,3.2033,6.669642448425293
3.1,3.2033,6.685166597366333
3.07,3.2033,6.715539216995239
3.02,3.2033,6.68364691734314
3.06,3.2033,6.680873155593872
3.05,3.2033,6.666812896728516
3.09,3.2033,6.6654112339019775
3.06,3.2033,6.681249380111694
3.07,3.2033,6.6844260692596436
3.06,3.2033,6.677308082580566
3.05,3.2033,6.65851354598999
3.05,3.2033,6.6910388469696045
3.08,3.2033,6.685775279998779
3.03,3.2033,6.681254148483276
3.1,3.2033,6.668877601623535
3.09,3.2033,6.674778461456299
3.02,3.2033,6.673375368118286
3.04,3.2033,6.657291650772095
3.03,3.2033,6.67360782623291
3.06,3.2033,6.661229133605957
3.07,3.2033,6.668587684631348
3.02,3.2033,6.667527914047241
3.07,3.2033,6.643845558166504
3.05,3.2033,6.660240411758423
3.04,3.2033,6.666752338409424
3.05,3.2033,6.649914026260376
3.12,3.2033,6.643325090408325
3.12,3.2033,6.662261962890625
3.04,3.2033,6.663372278213501
3.1,3.2033,6.678738594055176
3.04,3.2033,6.670607805252075
3.03,3.2033,6.6654744148254395
3.07,3.2033,6.663692235946655
3.05,3.2033,6.661637544631958
3.05,3.2033,6.664737701416016
3.06,3.2033,6.6811206340789795
3.08,3.2033,6.682798624038696
3.02,3.2033,6.693717956542969
3.06,3.2033,6.662426471710205
3.06,3.2033,6.674246311187744
3.05,3.2033,6.677636384963989
3.04,3.2033,6.6648030281066895
3.09,3.2033,6.6781346797943115
3.03,3.2033,6.666821002960205
3.1,3.2033,6.663730621337891
3.06,3.2033,6.663700580596924
3.03,3.2033,6.688130855560303
3.09,3.2033,6.684240818023682
3.08,3.2033,6.656607627868652
3.08,3.2033,6.667199611663818
3.03,3.2033,6.699974060058594
3.14,3.2033,6.673195123672485
3.09,3.2033,6.670045375823975
3.05,3.2033,6.675369501113892
3.07,3.2033,6.663971662521362
3.08,3.2033,6.695441007614136
3.05,3.2033,6.665114402770996
3.05,3.2033,6.6667563915252686
3.08,3.2033,6.663984537124634
3.06,3.2033,6.6771063804626465
3.11,3.2033,6.675168991088867
3.07,3.2033,6.696322917938232
3.05,3.2033,6.651688814163208
3.05,3.2033,6.667165040969849
3.07,3.2033,6.666143894195557
3.08,3.2033,6.659873723983765
3.08,3.2033,6.669749021530151
3.05,3.2033,6.6632959842681885
3.06,3.2033,6.659765005111694
3.1,3.2033,6.689940452575684
3.04,3.2033,6.649494409561157
3.05,3.2033,6.649457693099976
3.09,3.2033,6.644304037094116
3.07,3.2033,6.660813570022583
3.03,3.2033,6.647304534912109
3.05,3.2033,6.680798292160034
3.05,3.2033,6.661873817443848
3.03,3.2033,6.663491725921631
3.03,3.2033,6.674357175827026
3.02,3.2033,6.669645071029663
3.04,3.2033,6.662530899047852
3.04,3.2033,6.662391185760498
3.01,3.2033,6.668419599533081
3.05,3.2033,6.666768312454224
3.08,3.2033,6.659459114074707
3.06,3.2033,6.67453145980835
3.05,3.2033,6.695340394973755
3.03,3.2033,6.6656739711761475
3.05,3.2033,6.686066150665283
3.04,3.2033,6.689911365509033
3.04,3.2033,6.690312623977661
3.01,3.2033,6.67659330368042
3.03,3.2033,6.685670375823975
3.09,3.2033,6.679147243499756
3.09,3.2033,6.666122913360596
3.01,3.2033,6.681833267211914
3.06,3.2033,6.691865682601929
3.04,3.2033,6.666755199432373
3.06,3.2033,6.6689512729644775
3.07,3.2033,6.68013858795166
3.06,3.2033,6.66180682182312
3.03,3.2033,6.672556161880493
3.07,3.2033,6.678966045379639
3.05,3.2033,6.664262533187866
3.05,3.2033,6.677171945571899
3.04,3.2033,6.68293571472168
3.08,3.2033,6.650773763656616
3.06,3.2033,6.6577208042144775
3.06,3.2033,6.6290411949157715
3.07,3.2033,6.669039487838745
3.02,3.2033,6.6458070278167725
3.1,3.2033,6.655841827392578
3.04,3.2033,6.66564679145813
3.07,3.2033,6.64692234992981
3.06,3.2033,6.647647380828857
3.08,3.2033,6.6653735637664795
3.05,3.2033,6.649238586425781
3.07,3.2033,6.65530800819397
3.07,3.2033,6.654121160507202
3.09,3.2033,6.664349317550659
3.01,3.2033,6.678932189941406
3.03,3.2033,6.659015893936157
3.06,3.2033,6.659103155136108
3.1,3.2033,6.68239688873291
3.04,3.2033,6.644067049026489
3.09,3.2033,6.672668695449829
3.02,3.2033,6.656045913696289
3.05,3.2033,6.670610189437866
3.06,3.2033,6.688588857650757
3.08,3.2033,6.697057247161865
3.12,3.2033,6.689481735229492
3.07,3.2033,6.689223527908325
3.06,3.2033,6.6819281578063965
3.09,3.2033,6.682163953781128
3.05,3.2033,6.6532652378082275
3.07,3.2033,6.662471532821655
3.09,3.2033,6.66346287727356
3.06,3.2033,6.7008843421936035
3.06,3.2033,6.713705539703369
3.04,3.2033,6.65929651260376
