avg,analiticno,cas
3.01,2.7882,0.6550066471099854
3.0,2.7882,0.719423770904541
3.0,2.7882,0.62860107421875
3.02,2.7882,0.6296663284301758
3.0,2.7882,0.620272159576416
3.01,2.7882,0.6299097537994385
3.0,2.7882,0.5924012660980225
3.01,2.7882,0.611814022064209
3.01,2.7882,0.6007888317108154
3.01,2.7882,0.8091325759887695
3.04,2.7882,0.5960149765014648
3.0,2.7882,0.6200098991394043
3.0,2.7882,0.599916934967041
3.0,2.7882,0.6099991798400879
3.0,2.7882,0.6226561069488525
3.0,2.7882,0.613379716873169
3.0,2.7882,0.6348741054534912
3.01,2.7882,0.692826509475708
3.01,2.7882,0.7150821685791016
3.01,2.7882,0.6242296695709229
3.0,2.7882,0.599968671798706
3.02,2.7882,0.6671042442321777
3.01,2.7882,0.646449089050293
3.01,2.7882,0.859154224395752
3.0,2.7882,0.7538301944732666
3.0,2.7882,0.9885621070861816
3.02,2.7882,1.0760235786437988
3.0,2.7882,0.7333345413208008
3.02,2.7882,1.0847880840301514
3.01,2.7882,0.9143164157867432
3.01,2.7882,0.8810429573059082
3.01,2.7882,0.7181739807128906
3.0,2.7882,0.7174630165100098
3.0,2.7882,0.8876817226409912
3.01,2.7882,0.8831660747528076
3.01,2.7882,0.6995267868041992
3.01,2.7882,0.6508808135986328
3.0,2.7882,0.8690991401672363
3.01,2.7882,0.7506113052368164
3.0,2.7882,1.003544807434082
3.01,2.7882,0.8500843048095703
3.0,2.7882,0.8271799087524414
3.03,2.7882,0.8556604385375977
3.02,2.7882,0.9679703712463379
3.01,2.7882,0.7371740341186523
3.0,2.7882,0.6689422130584717
3.01,2.7882,0.6509151458740234
3.02,2.7882,0.6619806289672852
3.01,2.7882,0.7215621471405029
2.99,2.7882,0.6657102108001709
3.0,2.7882,0.8323333263397217
3.0,2.7882,0.6853148937225342
3.0,2.7882,0.7065563201904297
3.01,2.7882,0.627277135848999
3.02,2.7882,0.7946298122406006
3.0,2.7882,0.694098711013794
3.0,2.7882,0.6304442882537842
3.0,2.7882,0.6293184757232666
3.02,2.7882,0.9802703857421875
3.0,2.7882,0.699737548828125
3.01,2.7882,0.6422672271728516
3.0,2.7882,0.6279118061065674
3.0,2.7882,0.6297454833984375
3.02,2.7882,0.6448483467102051
3.0,2.7882,0.665302038192749
3.0,2.7882,0.9512310028076172
3.0,2.7882,0.7838802337646484
3.02,2.7882,0.7296061515808105
3.01,2.7882,0.7453813552856445
3.01,2.7882,0.6811885833740234
3.0,2.7882,0.6628351211547852
3.0,2.7882,0.6462891101837158
3.01,2.7882,0.8615779876708984
3.0,2.7882,0.7098381519317627
3.01,2.7882,0.6254761219024658
3.0,2.7882,0.6396989822387695
3.0,2.7882,0.6101264953613281
3.01,2.7882,0.6737091541290283
3.0,2.7882,0.6204805374145508
3.0,2.7882,0.6876251697540283
3.0,2.7882,0.8003671169281006
3.01,2.7882,0.6298530101776123
3.01,2.7882,0.657005786895752
3.03,2.7882,0.6492593288421631
3.01,2.7882,0.6158387660980225
3.0,2.7882,0.6497530937194824
3.0,2.7882,0.5888397693634033
3.01,2.7882,0.5958652496337891
3.0,2.7882,0.7330515384674072
3.0,2.7882,0.6201283931732178
3.02,2.7882,0.6023335456848145
3.02,2.7882,0.5818719863891602
3.0,2.7882,0.6181902885437012
3.0,2.7882,0.5918674468994141
3.0,2.7882,0.6299872398376465
3.03,2.7882,0.5781650543212891
3.0,2.7882,0.6729960441589355
3.0,2.7882,0.6029176712036133
3.01,2.7882,0.5867269039154053
3.0,2.7882,0.5932531356811523
