avg,analiticno,cas
2.0,0.9643,10.290278673171997
2.0,0.9643,10.288085699081421
2.0,0.9643,10.27639102935791
2.0,0.9643,10.272168159484863
2.0,0.9643,10.267658948898315
2.0,0.9643,10.267868041992188
2.0,0.9643,10.272453546524048
2.0,0.9643,10.299246549606323
2.0,0.9643,10.289700031280518
2.0,0.9643,10.287448167800903
2.0,0.9643,10.28376579284668
2.0,0.9643,10.297865867614746
2.0,0.9643,10.296072483062744
2.0,0.9643,10.297848463058472
2.0,0.9643,10.290630578994751
2.0,0.9643,10.272897243499756
2.0,0.9643,10.29448413848877
2.0,0.9643,10.298514127731323
2.0,0.9643,10.287315845489502
2.0,0.9643,10.273478031158447
2.0,0.9643,10.30707859992981
2.0,0.9643,10.295575380325317
2.0,0.9643,10.295806407928467
2.0,0.9643,10.273967504501343
2.0,0.9643,10.294974327087402
2.0,0.9643,10.26917290687561
2.0,0.9643,10.291641235351562
2.0,0.9643,10.305509328842163
2.0,0.9643,10.298922777175903
2.0,0.9643,10.300963640213013
2.0,0.9643,10.270676374435425
2.0,0.9643,10.276201963424683
2.0,0.9643,10.290760278701782
2.0,0.9643,10.274315118789673
2.0,0.9643,10.277152061462402
2.0,0.9643,10.306815385818481
2.0,0.9643,10.289968252182007
2.0,0.9643,10.270764827728271
2.0,0.9643,10.270084381103516
2.0,0.9643,10.320976734161377
2.0,0.9643,10.30006456375122
2.0,0.9643,10.308457374572754
2.0,0.9643,10.27109169960022
2.0,0.9643,10.296625137329102
2.0,0.9643,10.26283049583435
2.0,0.9643,10.30044674873352
2.0,0.9643,10.278702020645142
2.0,0.9643,10.272592544555664
2.0,0.9643,10.274288654327393
2.0,0.9643,10.289263010025024
2.0,0.9643,10.313294887542725
2.0,0.9643,10.335336923599243
2.0,0.9643,10.280304670333862
2.0,0.9643,10.280507564544678
2.0,0.9643,10.29122805595398
2.0,0.9643,10.290571212768555
2.0,0.9643,10.274624347686768
2.0,0.9643,10.329760789871216
2.0,0.9643,10.278515815734863
2.0,0.9643,10.286259174346924
2.0,0.9643,10.269362688064575
2.0,0.9643,10.285427331924438
2.0,0.9643,10.266372680664062
2.0,0.9643,10.27751350402832
2.0,0.9643,10.267619371414185
2.0,0.9643,10.288011074066162
2.0,0.9643,10.273723602294922
2.0,0.9643,10.297423601150513
2.0,0.9643,10.270301818847656
2.0,0.9643,10.329532861709595
2.0,0.9643,10.304043292999268
2.0,0.9643,10.283201694488525
2.0,0.9643,10.311802387237549
2.0,0.9643,10.28772258758545
2.0,0.9643,10.298153638839722
2.0,0.9643,10.271305084228516
2.0,0.9643,10.316469192504883
2.0,0.9643,10.28556513786316
2.0,0.9643,10.29447317123413
2.0,0.9643,10.269036054611206
2.0,0.9643,10.293062210083008
2.0,0.9643,10.27886414527893
2.0,0.9643,10.279468059539795
2.0,0.9643,10.3037588596344
2.0,0.9643,10.281896829605103
2.0,0.9643,10.280910015106201
2.0,0.9643,10.269718170166016
2.0,0.9643,10.31129002571106
2.0,0.9643,10.262651681900024
2.0,0.9643,10.292303562164307
2.0,0.9643,10.326732397079468
2.0,0.9643,10.300742149353027
2.0,0.9643,10.261563539505005
2.0,0.9643,10.266566276550293
2.0,0.9643,10.29448938369751
2.0,0.9643,10.280101299285889
2.0,0.9643,10.325212955474854
2.0,0.9643,10.29363489151001
2.0,0.9643,10.277510166168213
2.0,0.9643,10.281960487365723
2.0,0.9643,10.301232099533081
2.0,0.9643,10.299519062042236
2.0,0.9643,10.299381971359253
2.0,0.9643,10.276421785354614
2.0,0.9643,10.278239488601685
2.0,0.9643,10.28631329536438
2.0,0.9643,10.30560851097107
2.0,0.9643,10.276149272918701
2.0,0.9643,10.29597282409668
2.0,0.9643,10.276534795761108
2.0,0.9643,10.279793500900269
2.0,0.9643,10.278883934020996
2.0,0.9643,10.282450675964355
2.0,0.9643,10.272545337677002
2.0,0.9643,10.325295686721802
2.0,0.9643,10.319594621658325
2.0,0.9643,10.282833576202393
2.0,0.9643,10.277111053466797
2.0,0.9643,10.29754114151001
2.0,0.9643,10.272774934768677
2.0,0.9643,10.285993814468384
2.0,0.9643,10.279598236083984
2.0,0.9643,10.323337316513062
2.0,0.9643,10.27049708366394
2.0,0.9643,10.26960563659668
2.0,0.9643,10.273792743682861
2.0,0.9643,10.288412094116211
2.0,0.9643,10.303876161575317
2.0,0.9643,10.326805591583252
2.0,0.9643,10.31341814994812
2.0,0.9643,10.276419401168823
2.0,0.9643,10.306846380233765
2.0,0.9643,10.267597436904907
2.0,0.9643,10.284393310546875
2.0,0.9643,10.273923635482788
2.0,0.9643,10.276029825210571
2.0,0.9643,10.270604372024536
2.0,0.9643,10.267289400100708
2.0,0.9643,10.269240856170654
2.0,0.9643,10.280306100845337
2.0,0.9643,10.27483868598938
2.0,0.9643,10.284013032913208
2.0,0.9643,10.281110286712646
2.0,0.9643,10.267402410507202
2.0,0.9643,10.27298378944397
2.0,0.9643,10.271764755249023
2.0,0.9643,10.258501052856445
2.0,0.9643,10.259164810180664
2.0,0.9643,10.262770175933838
2.0,0.9643,10.265026569366455
2.0,0.9643,10.263292074203491
2.0,0.9643,10.277084589004517
2.0,0.9643,10.267887830734253
2.0,0.9643,10.268445491790771
2.0,0.9643,10.302078485488892
2.0,0.9643,10.32299280166626
2.0,0.9643,10.304061651229858
2.0,0.9643,10.295144319534302
2.0,0.9643,10.284764289855957
2.0,0.9643,10.290141344070435
2.0,0.9643,10.320314645767212
2.0,0.9643,10.290043115615845
2.0,0.9643,10.277159929275513
2.0,0.9643,10.279221057891846
2.0,0.9643,10.295589923858643
2.0,0.9643,10.305676221847534
2.0,0.9643,10.288608312606812
2.0,0.9643,10.287393808364868
2.0,0.9643,10.27041220664978
2.0,0.9643,10.285227060317993
2.0,0.9643,10.269612073898315
2.0,0.9643,10.280933141708374
2.0,0.9643,10.302921295166016
2.0,0.9643,10.28354787826538
2.0,0.9643,10.271674871444702
2.0,0.9643,10.273848056793213
2.0,0.9643,10.259859323501587
2.0,0.9643,10.29323673248291
2.0,0.9643,10.27657961845398
2.0,0.9643,10.290766954421997
2.0,0.9643,10.264667987823486
2.0,0.9643,10.294321537017822
2.0,0.9643,10.270270824432373
2.0,0.9643,10.280324935913086
2.0,0.9643,10.269960165023804
2.0,0.9643,10.270704507827759
2.0,0.9643,10.273064613342285
2.0,0.9643,10.269692420959473
2.0,0.9643,10.28115200996399
2.0,0.9643,10.274790287017822
2.0,0.9643,10.273865938186646
2.0,0.9643,10.272071838378906
2.0,0.9643,10.27161955833435
2.0,0.9643,10.275265455245972
2.0,0.9643,10.282314777374268
2.0,0.9643,10.276846647262573
2.0,0.9643,10.26877236366272
2.0,0.9643,10.290632247924805
2.0,0.9643,10.282147645950317
2.0,0.9643,10.290454387664795
2.0,0.9643,10.264308214187622
2.0,0.9643,10.305160522460938
2.0,0.9643,10.286294221878052
2.0,0.9643,10.284764289855957
2.0,0.9643,10.26543664932251
2.0,0.9643,10.267238140106201
2.0,0.9643,10.263855457305908
2.0,0.9643,10.292448043823242
