avg,analiticno,cas
6.678,4.1482,49.96745014190674
6.704,4.1482,50.017401933670044
6.701,4.1482,50.02354073524475
6.683,4.1482,49.972628355026245
6.71,4.1482,49.930657148361206
6.661,4.1482,49.96631217002869
6.645,4.1482,50.066176891326904
6.697,4.1482,49.93271350860596
6.665,4.1482,49.98161578178406
6.687,4.1482,49.96061873435974
6.676,4.1482,50.01104211807251
6.667,4.1482,49.9623281955719
6.64,4.1482,49.990955114364624
6.671,4.1482,50.02262616157532
6.685,4.1482,49.99934506416321
6.688,4.1482,49.97442603111267
6.67,4.1482,49.95022940635681
6.657,4.1482,49.9647331237793
6.663,4.1482,50.01894497871399
6.668,4.1482,49.983280658721924
6.695,4.1482,50.09923052787781
6.689,4.1482,50.15348982810974
6.7,4.1482,50.15980911254883
6.691,4.1482,50.0977725982666
6.668,4.1482,50.15911054611206
6.672,4.1482,50.1032280921936
6.662,4.1482,50.176488399505615
6.694,4.1482,50.05321288108826
6.636,4.1482,50.102135181427
6.664,4.1482,50.07849979400635
6.649,4.1482,50.153380155563354
6.642,4.1482,50.09902501106262
6.668,4.1482,50.13258957862854
6.679,4.1482,50.118441581726074
6.694,4.1482,50.14735126495361
6.632,4.1482,50.038341999053955
6.663,4.1482,50.08541250228882
6.673,4.1482,49.96699404716492
6.675,4.1482,49.96384811401367
6.686,4.1482,49.953580141067505
6.675,4.1482,49.962544202804565
6.664,4.1482,49.99995136260986
6.677,4.1482,49.971102714538574
6.657,4.1482,49.91850924491882
6.672,4.1482,50.01300001144409
6.674,4.1482,50.08829045295715
6.692,4.1482,50.16279673576355
6.645,4.1482,50.07877063751221
6.631,4.1482,50.11719632148743
6.642,4.1482,50.09572219848633
6.688,4.1482,50.17282772064209
6.679,4.1482,50.07700061798096
6.658,4.1482,50.07687211036682
6.661,4.1482,50.12261199951172
6.658,4.1482,50.15226936340332
6.671,4.1482,50.0698881149292
6.658,4.1482,50.08511710166931
6.642,4.1482,50.09309411048889
6.714,4.1482,50.142101764678955
6.656,4.1482,50.091137409210205
6.634,4.1482,50.1065673828125
6.682,4.1482,50.07069778442383
6.681,4.1482,50.106775522232056
6.674,4.1482,50.0852427482605
6.661,4.1482,50.13364505767822
6.675,4.1482,50.12177920341492
6.668,4.1482,50.23829412460327
6.662,4.1482,50.15224027633667
6.683,4.1482,50.09819769859314
6.666,4.1482,50.10651421546936
6.661,4.1482,50.11190748214722
6.665,4.1482,50.107810258865356
6.662,4.1482,50.18441843986511
6.688,4.1482,50.125160932540894
6.627,4.1482,50.12507128715515
6.682,4.1482,50.10596323013306
6.638,4.1482,50.13463234901428
6.673,4.1482,50.20969033241272
6.639,4.1482,50.1241512298584
6.648,4.1482,50.147377252578735
